parent_inchikey,n_brd_ids,brd_ids
ROCKANQGRCOFFC,1,BRD-K73739802
FQSGLAJUBUSVPO,1,BRD-K77165899
FQTCYGRWFQPXID,1,BRD-K14704318
FQVLRGLGWNWPSS,1,BRD-K81795818
RMWVZGDJPAKBDE,1,BRD-K71696703
RNAMYOYQYRYFQY,1,BRD-K60130390
RNDVKKCVXISTNQ,1,BRD-K50822286
RNGRUHWJJPTYNR,1,BRD-K68633617
RNLQIBCLLYYYFJ,1,BRD-K45924332
RNMVFZAVZZIVNY,1,BRD-K06718821
RNOJGTHBMJBOSP,1,BRD-K85383046
RNSLRQNDXRSASX,1,BRD-K43330982
RMHMFHUVIITRHF,1,BRD-K89375097
RMLMLLHAWZPLLR,1,BRD-A18725729
RMMRFDPUYXLDKM,1,BRD-K23628492
RMMXLENWKUUMAY,1,BRD-K73999723
RMMXTBMQSGEXHJ,1,BRD-K12568846
RMPULVLSYIHHQO,1,BRD-K27688565
RMRCNWBMXRMIRW,1,BRD-A31836915
RMUCZJUITONUFY,1,BRD-K87024524
FPCNUYLCAWTZRR,1,BRD-K50985433
FPHKOMPAHWNIOS,1,BRD-K85147876
FPHKPEIWQPURTC,1,BRD-A21406558
FPMBWSWPBUTVSU,1,BRD-A26595446
FPOHNWQLNRZRFC,1,BRD-K02130563
FPOISEYHNOEDPU,1,BRD-K34711351
FPOQLQZHRCEVOT,1,BRD-K74112339
FPUMQEXGOLJBEM,1,BRD-K67415097
ROZAOLPNSDRBJF,1,BRD-K76935234
RPFLJHUKWQKWPO,1,BRD-K58214070
RPGHTMMYAWEOGC,1,BRD-K98381590
RPHAAJGBADUATP,1,BRD-K41603276
RPKCAYXMKKKHRF,1,BRD-K71292008
RPNGDYZFSXTIPK,1,BRD-A11087911
RPOIKMOCRAQGQV,1,BRD-K70871370
FPCCSQOGAWCVBH,1,BRD-K49671696
ROFVXGGUISEHAM,1,BRD-K92169341
ROJGIRXXBBBMPL,1,BRD-K96146874
RONQPWQYDRPRGG,1,BRD-K32292990
ROSNVSQTEGHUKU,1,BRD-K53508936
ROTCPJFWLNDKHU,1,BRD-K19653414
ROUWLSYGZNMXGO,1,BRD-K67118123
ROWKUSIEMFYXMA,1,BRD-K13113551
ROWSTIYZUWEOMM,1,BRD-K09426783
FRZOLKRUNAZTSG,1,BRD-K67619794
FSDCLBZDVWEDJG,1,BRD-K50728502
FSFZRNZSZYDVLI,1,BRD-K10705233
FSHFRKKIBVABAJ,1,BRD-K90826279
FSKFPVLPFLJRQB,1,BRD-A27732521
FSKZSCFSPFWKPI,1,BRD-A01973626
FSNBMYNAIMSTAJ,1,BRD-K11181277
ROCLWLHJSYAVQF,1,BRD-A40163033
RRAKYIDNKDNDJG,1,BRD-K83654676
RRGJAKVGOZYHOQ,1,BRD-A55554369
RRGUKTPIGVIEKM,1,BRD-K67017579
RRHCDWLSHIIIIT,1,BRD-K07212038
RRHJHSBDJDZUGL,1,BRD-K68693535
RRHONYZEMUNMJX,1,BRD-A29901043
RRJDFENBXIEAPD,1,BRD-K29313308
RRJLJKRFFRZRAF,1,BRD-K15424032
RQWAXSNKHUTUOM,1,BRD-K29358067
RQWDDWOJEWOFIG,1,BRD-K62472719
RQXCLMGKHJWMOA,1,BRD-K17565903
RQXKGXKJNPGJGP,1,BRD-A54024781
RQXRWTHAFLVOKQ,1,BRD-K19696793
RQYDDTBTNZKBCR,1,BRD-K72624437
RQZMMGGDXZSKFJ,1,BRD-K09902564
RRAFCDWBNXTKKO,1,BRD-K32977963
RPXPIKPBDXXDBD,1,BRD-A61825514
RQCXKDWOCUJWQZ,1,BRD-K36021395
RQFWBZRQAPJIEY,1,BRD-K60751982
RQGNWRSISVFFMW,1,BRD-K36772364
RQHKZUBCUZVZEF,1,BRD-K57304726
RQKXQCSEZPQBNZ,1,BRD-K81548480
RQQJJXVETXFINY,1,BRD-K40990712
RQVDZGHFHUOFIU,1,BRD-A26952628
FPUXKXIZEIDQKW,1,BRD-A94702766
FQEWVXXAJZVQAC,1,BRD-A32241587
FQICFDBMQBCJDT,1,BRD-K15640888
FQMSSTZJKSWSMP,1,BRD-A96485169
FQNCLVJEQCJWSU,1,BRD-K57926513
FQQIIPAOSKSOJM,1,BRD-M45580279
FQQVFIQHLGMGEM,1,BRD-K68863575
FQRKTLQLLNVYMI,1,BRD-K09854848
FOIPWUQXKDKYMY,1,BRD-K38720323
FOJIGPFBFSLRGR,1,BRD-K54405293
FOLRUCXBTYDAQK,1,BRD-A00376169
FOMJAWNNVOQBNI,1,BRD-K22229548
FOQRQYRINCSWQP,1,BRD-K18724229
FOSKRCKJJPKJBP,1,BRD-K30545681
FOTCGZPFSUWZBN,1,BRD-K95676198
FOUVTBKPJRMLPE,1,BRD-K51290057
FNYGWXSATBUBER,1,BRD-A56371469
FNYLWPVRPXGIIP,1,BRD-K92049597
FOCOFLINVBNUNP,1,BRD-A84475555
FOCVUCIESVLUNU,1,BRD-K09631521
FOFDIMHVKGYHRU,1,BRD-K66538826
FOFZSBYICLUIEN,1,BRD-A89494828
FOHHNHSLJDZUGQ,1,BRD-A51964809
FOINLJRVEBYARJ,1,BRD-A77050075
RSAQARAFWMUYLL,1,BRD-K19939891
RSDDHGSKLOSQFK,1,BRD-K85013741
RSDOPYMFZBJHRL,1,BRD-K21936341
RSEUVMGVNMLOCQ,1,BRD-K66032149
FNQDSLSOLMXCMU,1,BRD-K86727142
FNQQBFNIYODEMB,1,BRD-K58265391
FNQQCFRHHZKPJJ,1,BRD-K26168764
FNWNGQGTFICQJU,1,BRD-K95788524
RRKRQZMEMKUNGW,1,BRD-K08504955
RRMFIXDZWOGFGB,1,BRD-K54360306
RRPKWECAZJVQRV,1,BRD-A73513677
RRRUXBQSQLKHEL,1,BRD-K47642186
RRXZTDHBRAEGPA,1,BRD-K35100517
RRYDRTATJZLKKF,1,BRD-K18772134
RRZVGDGTWNQAPW,1,BRD-K66830666
RRZXIRBKKLTSOM,1,BRD-A23689620
FMMWHPNWAFZXNH,1,BRD-K09668667
FMOSHIVCPVHAAN,1,BRD-K55071917
FMPTZOOOLDOBNB,1,BRD-K98195492
FMVZKGYXMKDRSK,1,BRD-K42308740
FMWABCRYNLCXOJ,1,BRD-K30381384
FMYKJLXRRQTBOR,1,BRD-K35923252
FNAJZGJPYUNJBY,1,BRD-K01100412
FNFGUCPTYHKNGE,1,BRD-K29474997
RUAQTZPJPSJOEM,1,BRD-K71550516
FMBOJVUHFHEXGF,1,BRD-K17449871
FMCRMSOQAVOHRD,1,BRD-A97502381
FMDRCKLGDXLGKP,1,BRD-K25774147
FMDSBLVNALNUMA,1,BRD-K52341396
FMEVAQARAVDUNY,1,BRD-K10283649
FMGPXRFURDJMGM,1,BRD-K07515761
FMHHVULEAZTJMA,1,BRD-K54790157
RTIGBOQZDVBXCO,1,BRD-K36038115
RTIXKCRFFJGDFG,1,BRD-K22861715
RTKDBEOSPDFLGD,1,BRD-A23683907
RTMCABLCJUSQFP,1,BRD-K83336168
RTMIJLQPWFKAFE,1,BRD-A01295252
RTNAIWGSPRZEIT,1,BRD-A47832959
RTRNJQOBEOISFQ,1,BRD-K99252563
RTXFVRNHBHIUDV,1,BRD-K08715132
RSLZFXYZLHFVJD,1,BRD-K71382703
RSOZZQTUMVBTMR,1,BRD-K19388745
RSQGZEAXODVTOL,1,BRD-K51087630
RSTJVYHCBUUBTE,1,BRD-K29622226
RTGDFNSFWBGLEC,1,BRD-K92428153
RTGQKAIBLWKUEF,1,BRD-K91844626
RTHCYVBBDHJXIQ,1,BRD-A31159102
RTHHSXOVIJWFQP,1,BRD-K81316007
FKIRTWDHOWAQGX,1,BRD-M68558198
FKPLJWGRBCQLTL,1,BRD-K13888115
FKSFKBQGSFSOSM,1,BRD-K21867462
FKZGNJDEHYUJGJ,1,BRD-K98336812
FLBAHPSAIBAITD,1,BRD-K52497027
FLDRYXIAOMUSHG,1,BRD-K45845536
FLHRFAHRPMGLLD,1,BRD-K14395638
FLKHSCQMBSUMSH,1,BRD-K77681376
RVBIWCYTYOICMI,1,BRD-K28366444
RVDDFWHDMUQVLX,1,BRD-A66604020
RVGLGHVJXCETIO,1,BRD-K66937583
RVIGBTUDFAGRTQ,1,BRD-A07232941
RVJRMPQLLBUGDF,1,BRD-K77877933
RVOGIHDWXHIJKV,1,BRD-K38910949
RVOKLENHAKIBKK,1,BRD-K12107322
FKHVKGICKJIMOZ,1,BRD-K41547297
RUOKEQAAGRXIBM,1,BRD-K58114536
RUSANBIFMAXXSJ,1,BRD-K27237442
RUTVRAJKELSHCC,1,BRD-K15196155
RUTYAHFAKWVMNH,1,BRD-K19309090
RUVINXPYWBROJD,1,BRD-K49060658
RUXRIVSLYZEBAJ,1,BRD-K79221878
RUZYUOTYCVRMRZ,1,BRD-A13188892
RVAQIUULWULRNW,1,BRD-K38852836
FNHKPVJBJVTLMP,1,BRD-K16730910
FNMUPMBHEXPXEL,1,BRD-K73230533
FNNACNWDEVQPDH,1,BRD-K32644160
FNOMTMVRTBHRET,1,BRD-K65285700
RUCJHZKRGZSSFV,1,BRD-K22229373
RUEHSERTEJEXOR,1,BRD-K05775306
RUEYEZADQJCKGV,1,BRD-K06455935
RULALXOMQARGQG,1,BRD-K02986291
RXIUEIPPLAFSDF,1,BRD-K82850175
RXMIGIZQJGELGV,1,BRD-K93543569
RXRSFFJGDGLJIJ,1,BRD-K66029294
RXSVYGIGWRDVQC,1,BRD-K56047318
RXUVZFSJYNXRLY,1,BRD-K27881911
RXZMYLDMFYNEIM,1,BRD-K60997853
RYCAEYBFASCZEV,1,BRD-A27407220
RYEAYNKUHHLTHO,1,BRD-K19919069
RWAABDCMXWMEQF,1,BRD-K72307842
RWEVIPRMPFNTLO,1,BRD-K37687095
RWQKHEORZBHNRI,1,BRD-K39944607
RWRBSEISHUTNQL,1,BRD-K30677119
RWSQBRVYLVXJKW,1,BRD-K35413818
RWTNPBWLLIMQHL,1,BRD-A73368467
RWZVPVOZTJJMNU,1,BRD-K51471001
RXHRLQROHXGSIO,1,BRD-K01800709
FLSXICNYHDJIAW,1,BRD-K54987996
FLVRDMUHUXVRET,1,BRD-K08109516
FLXUQCGQCREOKE,1,BRD-K15284276
FMABFSDXQZDQEM,1,BRD-K75999307
RVOLLAQWKVFTGE,1,BRD-K69688083
RVSAVAFXZFSSFB,1,BRD-K31344914
RVSOILYAYPEVCW,1,BRD-A77704559
RVZKNQZODAWORS,1,BRD-K50297939
FLKLBMGXETZBLX,1,BRD-K15262863
FLLMXFQHYNUDRR,1,BRD-K31828306
FLLRQABPKFCXSO,1,BRD-K88329126
FLMSQRUGSHIKCT,1,BRD-A89434049
FLNKSEOXHUSNTR,1,BRD-K98481427
FLNXBVJLPJNOSI,1,BRD-A80908310
FLOSMHQXBMRNHR,1,BRD-K13356952
FLRSNSGRCBBTLF,1,BRD-K33528640
FJNIMBQBUGHQNO,1,BRD-K18268126
FJUKDAZEABGEIH,1,BRD-K94512704
FJVOYJMACHGURK,1,BRD-K02269790
FJXIFRYGOHHBGT,1,BRD-K25583354
FKANUCVYFMQPCL,1,BRD-K88529044
FKAWLXNLHHIHLA,1,BRD-A47513740
FKCHYGGIXGVULC,1,BRD-K24226959
FKDHHVKWGRFRTG,1,BRD-K72922393
FIQOFIRCTOWDOW,1,BRD-K10784860
FITMUQCJUCLPTO,1,BRD-K21167361
FIUNXRLMZHVJPJ,1,BRD-K08463963
FJDDSMSDZHURBJ,1,BRD-K25649279
FJGZHPFXFFYSRN,1,BRD-K22474245
FJHHLBXTRXTTFF,1,BRD-K06476055
FJHHZXWJVIEFGJ,1,BRD-K31553034
FJLBFSROUSIWMA,1,BRD-K46862739
RYYNGWLOYLRZLK,1,BRD-K68747584
RYYVLZVUVIJVGH,1,BRD-K02404261
RYYWECOTRQGHHB,1,BRD-K18964980
FIFDTTGQCKVDCF,1,BRD-K72451865
FIFDVZFCMSONTO,1,BRD-K28452084
FIIWKRFZHSLQJE,1,BRD-K93123387
FIMYFEGKMOCQKT,1,BRD-K64538373
FIPWRIJSWJWJAI,1,BRD-K76452401
RYEGNCFLXRVGFM,1,BRD-K91355947
RYEJSNBHBPXFLF,1,BRD-K55127335
RYEZRLQEBRCAQY,1,BRD-A89104433
RYGLALTWQJAUSB,1,BRD-K80070306
RYGUZWJSQXSRBK,1,BRD-K15943105
RYHBNJHYFVUHQT,1,BRD-K42978307
RYHBTLBXXBAGPS,1,BRD-K57353465
RYNSGDFWBJWWSZ,1,BRD-K78637815
SASDCBJYMSBVNQ,1,BRD-K51608472
SAYGKHKXGCPTLX,1,BRD-K51575138
SBADATKSFALBBB,1,BRD-K69501658
SBBMQKYVSIQUBM,1,BRD-K83448282
SBDAHCSXNULONN,1,BRD-K22649335
SBDNJUWAMKYJOX,1,BRD-K50398167
SBGPASZOVGSOFJ,1,BRD-A60583491
SBHOAZQBEGVQLJ,1,BRD-K92138166
RZXNVYCLMORIIB,1,BRD-A59943784
RZZCVJKQCRSTKD,1,BRD-K83010055
RZZPFYJDTQFYDP,1,BRD-A03520402
SAAYRHKJHDIDPH,1,BRD-K22096725
SAGZIBJAQGBRQA,1,BRD-K78086729
SAIBSAHLIFBZIR,1,BRD-K71714567
SAIPSYFILFBTPK,1,BRD-K40094191
SAPNXPWPAUFAJU,1,BRD-K82147103
RZPZGKHPZSWXCV,1,BRD-K66446284
RZRPZWGIOOZIBE,1,BRD-K03642198
RZSIRGHHQLUCLA,1,BRD-K38369496
RZTAMFZIAATZDJ,1,BRD-A30815329
RZUBMKQOOJPJTH,1,BRD-K54822214
RZVAJINKPMORJF,1,BRD-K41524689
RZVHIXYEVGDQDX,1,BRD-K15957397
RZWRYPGAUIOOMK,1,BRD-K13169950
FKENMOWHEIWXNR,1,BRD-K75040614
RZEKVGVHFLEQIL,1,BRD-K02637541
RZFVLEJOHSLEFR,1,BRD-K11163873
RZHGLMJUOVZVJO,1,BRD-A57905915
RZJQGNCSTQAWON,1,BRD-K21733600
RZKDEGZIFSJVNA,1,BRD-K23248433
RZLJZRNIDXVDGS,1,BRD-K23701005
RZMBMSVRIOKJNG,1,BRD-K15181238
FHFYDNQZQSQIAI,1,BRD-K55034111
FHIVAFMUCKRCQO,1,BRD-K60567437
FHJRAJAFJSVQFJ,1,BRD-K96740880
FHPYUOXHERBYNW,1,BRD-K31695944
FHRSHSOEWXUORL,1,BRD-K48932581
FHRVLXHWRIRKLN,1,BRD-K57884454
FHYUGAJXYORMHI,1,BRD-K67298865
FIADGNVRKBPQEU,1,BRD-K75958195
FFUZSDQFZDZTHE,1,BRD-K33752391
FFXHAANGHHWSSY,1,BRD-K21773564
FGANMDNHTVJAHL,1,BRD-K47693913
FGNLLZJYKQVDAW,1,BRD-K24781739
FGOMPZIBFLBLGA,1,BRD-K71172276
FGQFOYHRJSUHMR,1,BRD-K75024268
FGTCROZDHDSNIO,1,BRD-K25340465
FGXWKSZFVQUSTL,1,BRD-K38305202
SBUJHOSQTJFQJX,1,BRD-K08327065
SBUQBFTXTZSRMH,1,BRD-A42187224
SCAGQTBCGKJURA,1,BRD-A37828317
SCAIVNUIPZWANK,1,BRD-K90070572
SCELLOWTHJGVIC,1,BRD-A90451247
SCFMWQIQBVZOQR,1,BRD-K62814476
FFUBTEITUNMMOK,1,BRD-K29562203
FFULTBKXWHYHFQ,1,BRD-K46836114
SBHXYTNGIZCORC,1,BRD-A35033682
SBLLLSCPLKMMJO,1,BRD-K05593511
SBNFWQZLDJGRLK,1,BRD-A22106989
SBPBAQFWLVIOKP,1,BRD-K08303368
SBPFFSJIFJTUEG,1,BRD-A29342309
SBPRIAGPYFYCRT,1,BRD-K69812556
SBQLLLKXVAWZAN,1,BRD-K96456313
SBSKQOIYKJFAJN,1,BRD-A06641369
SEQDDYPDSLOBDC,1,BRD-A93093700
SESFRYSPDFLNCH,1,BRD-K52072429
SETFNECMODOHTO,1,BRD-K17610631
SEZFNTZQMWJIAI,1,BRD-K51816706
SFBODOKJTYAUCM,1,BRD-K93618743
SFCSLMCAPBEOII,1,BRD-K26257340
SFIHQZFZMWZOJV,1,BRD-K64044582
SFLIDSZKPUWPJR,1,BRD-K81795824
SEAZVQTXRQGRFP,1,BRD-K19624190
SECKRCOLJRRGGV,1,BRD-K13926615
SEEPANYCNGTZFQ,1,BRD-K32273377
SEERZIQQUAZTOL,1,BRD-K81169441
SEEYZALRFVFJNZ,1,BRD-K10294499
SEFPMDWDYXOHAS,1,BRD-A86990971
SEGYOKHGGFKMCX,1,BRD-K45446451
SEKJSSBJKFLZIT,1,BRD-K00615600
SCUKZOUPILQMLH,1,BRD-K62291994
SDGCQQLHBMCMJM,1,BRD-K69236395
SDHHLQUBHWDCOR,1,BRD-K07760433
SDLXPYFUIMIFFA,1,BRD-K65971331
SDQFKDFGDPUANU,1,BRD-K03552198
SDTRARFGOXYZNM,1,BRD-K80282861
SDUQYLNIPVEERB,1,BRD-K15108141
SDZRWUKZFQQKKV,1,BRD-K25504083
FIAFUQMPZJWCLV,1,BRD-K70327167
SCGCBAAYLFTIJU,1,BRD-K42436189
SCHSUORMQLNLOX,1,BRD-K02646507
SCKYRAXSEDYPSA,1,BRD-K13044802
SCNILGOVBBRMBK,1,BRD-A64933752
SCOMHRCFKVOFLZ,1,BRD-K81600610
SCRWXNXQELSFHK,1,BRD-K25835021
SCTZUZTYRMOMKT,1,BRD-K21295289
FEROPKNOYKURCJ,1,BRD-A65615053
FESXFJPCXHJRKN,1,BRD-K10343715
FEVKOYDOEFRIDM,1,BRD-K54070802
FEZBIKUBAYAZIU,1,BRD-K34415467
FFBDFADSZUINTG,1,BRD-K01824921
FFFJFNZNKDQNHE,1,BRD-K55290744
FFGPTBGBLSHEPO,1,BRD-K71799949
FFINMCNLQNTKLU,1,BRD-K67261995
FEEOFPAEDSMOTO,1,BRD-K22631935
FEGVSPGUHMGGBO,1,BRD-K96271548
FEIVAVGJDLYRJL,1,BRD-K91987625
FEJVSJIALLTFRP,1,BRD-K54863166
FEKDIEXJLUWHRY,1,BRD-K79251086
FELGMEQIXOGIFQ,1,BRD-A19736161
FEMXZDUTFRTWPE,1,BRD-A01317026
FERIUCNNQQJTOY,1,BRD-K05878375
SGIWFELWJPNFDH,1,BRD-K23383398
SGJNQVTUYXCBKH,1,BRD-K07325606
SGKIHBPJVSZXLM,1,BRD-K68937877
SGNRHEDBLPGDDC,1,BRD-K65290449
SGOIRFVFHAKUTI,1,BRD-K15891719
FECDNNKZAXOAIW,1,BRD-K83670234
FECGNJPYVFEKOD,1,BRD-K28822270
FECXZDROTYFREX,1,BRD-K02159857
SFMKYOIUXKXHGF,1,BRD-K12437911
SFNSLLSYNZWZQG,1,BRD-K34341643
SFNWNSAJWDYPJC,1,BRD-K51443908
SFOVDSLXFUGAIV,1,BRD-K48195801
SGEGOXDYSFKCPT,1,BRD-K58010567
SGEWCQFRYRRZDC,1,BRD-A41941932
SGFCERQKVVMREN,1,BRD-A08003242
SGHSEHOWYLRAPR,1,BRD-K96352593
SIMWTRCFFSTNMG,1,BRD-K47554101
SINQIEAULQKUPD,1,BRD-A92800748
SIQGKPGBLYKQBB,1,BRD-A12633378
SIQPSBPDNFPNKG,1,BRD-K18711687
SIQPXVQCUCHWDI,1,BRD-K35007173
SISNYLBWEAESFQ,1,BRD-K01800462
SISOFUCTXZKSOQ,1,BRD-K67439147
SIWUIEWNHDOAGL,1,BRD-K03614649
SHYQXSJAYMEIPR,1,BRD-K12621773
SIAMCPDTZJAYRI,1,BRD-K71935468
SIEBHIUQHNGFMH,1,BRD-K77687238
SIEHZFPZQUNSAS,1,BRD-K38756014
SIIICDNNMDMWCI,1,BRD-A25037258
SIIPNDKXZOTLEA,1,BRD-K43620258
SIKDHOKQDYTFIP,1,BRD-K06436793
SIKYFMKLFHRFBE,1,BRD-K61354849
SGTNSNPWRIOYBX,1,BRD-A09533288
SHBWGYKUKOFCKR,1,BRD-K18190982
SHCXABJSXUACKU,1,BRD-A41301928
SHDFUNGIHDOLQM,1,BRD-K56403959
SHHCTENLFGNNGC,1,BRD-K24962261
SHVMSYDTOYCGDZ,1,BRD-K65742362
SHWNKRPMUBFWKE,1,BRD-K57044355
SHXVJSFOJHMEEQ,1,BRD-A79038507
FFKUDWZICMJVPA,1,BRD-K28687144
FFLSYNXDPOASNS,1,BRD-K84651951
FFMONRZWRJLZNE,1,BRD-K25150581
FFNWMBDISAYHDC,1,BRD-K15868788
FFPQHAFSNOVCBM,1,BRD-K91944762
FFQVOCVWRNAJCW,1,BRD-K08121566
SGOOQMRIPALTEL,1,BRD-K03384561
SGRYPYWGNKJSDL,1,BRD-K29530284
FDGQSTZJBFJUBT,1,BRD-K03739921
FDHVWDYMZSGXQN,1,BRD-K74690444
FDKXTQMXEQVLRF,1,BRD-K35520305
FDLQUAHGVJTTSB,1,BRD-A89907244
FDLYAMZZIXQODN,1,BRD-K02113016
FDMBBCOBEAVDAO,1,BRD-A09062839
FDNVTCDQGOVLPM,1,BRD-K85051645
FDORQEIHOKEJNX,1,BRD-K53979406
FCKJYANJHNLEEP,1,BRD-K02965577
FCODPGUEFHCCIA,1,BRD-K30064966
FCRAAGKQWSLNPW,1,BRD-K92732825
FCROWDAKNKFHDO,1,BRD-K88863622
FCSIXXHVPJCRTN,1,BRD-K84102257
FCTVQYWCPOIRDN,1,BRD-K13046565
FCWYNTDTQPCVPG,1,BRD-K98519396
FDBARYBHBHZYSL,1,BRD-K96403486
SJIKRFDEDZMKSG,1,BRD-K81214387
SJOLTIOPWDLDEB,1,BRD-K83289131
SJOVMCPVBGRFMC,1,BRD-K89960068
SJRXVLUZMMDCNG,1,BRD-K05485208
SJSOFNCYXJUNBT,1,BRD-K15842202
SJVQHLPISAIATJ,1,BRD-K93468883
SJYFDORQYYEJLB,1,BRD-A15530910
SKCLKWXALHCSPG,1,BRD-K47419679
SIYLLGKDQZGJHK,1,BRD-K72723676
SJAFAYVALLBCEI,1,BRD-K37848780
SJDDOCKBXFJEJB,1,BRD-K26712974
SJDOMIRMMUGQQK,1,BRD-K69195780
SJECLOIEXPEKND,1,BRD-A71339955
SJFBTAPEPRWNKH,1,BRD-K59325863
SJFGHDAXEHNGOQ,1,BRD-K08630646
SJHRUEAMSBJBHH,1,BRD-K12676148
SLTFTBXXKKDMPA,1,BRD-A43331270
SLVMESMUVMCQIY,1,BRD-A14395271
SLVXUWDZBQPZMP,1,BRD-K15206810
SLXKOJJOQWFEFD,1,BRD-K64931368
SMHCVHCLAYAMKY,1,BRD-K40378749
SMMANLSONJQFJC,1,BRD-M41106164
SMQBCKXZAWBXGE,1,BRD-K79027087
SMTZFNFIKUPEJC,1,BRD-K81855038
SKYSRIRYMSLOIN,1,BRD-A77291778
SLHDNIDGJASXKC,1,BRD-K40224283
SLIRURSWQCRWFG,1,BRD-A22783572
SLJWCCMDGTZEGQ,1,BRD-K66707493
SLKWXVVSRMTQQR,1,BRD-K61551326
SLNSQTDVEFYGGW,1,BRD-K92202821
SLSIBLKBHNKZTB,1,BRD-K25741894
SLSZBTPAWGPDLP,1,BRD-K85891179
SKIHJAAPCWIBJZ,1,BRD-K29140223
SKIVFJLNDNKQPD,1,BRD-K21520694
SKJJIFRWCCSXGL,1,BRD-K46384212
SKLXOVZCZWTTRY,1,BRD-K69097969
SKPLBLUECSEIFO,1,BRD-A39230911
SKUNOJYICONGQF,1,BRD-A74382794
SKVLYVHULOWXTD,1,BRD-K01950558
SKVPTPMWXJSBTF,1,BRD-K49759007
FDSIEWVTKRGAIV,1,BRD-K27332342
FDSLGRRNMPJGLN,1,BRD-K43739430
FDTCNNHAFXRTPU,1,BRD-A68802837
FDTNOJJVSFIKKK,1,BRD-K39232234
FDWJVAMEZPQFCN,1,BRD-K87375115
FEBOTPHFXYHVPL,1,BRD-K79425933
SKERTIUSAUMDEU,1,BRD-K96903816
SKHFDJOUWHIELU,1,BRD-K54960453
FCDLCPWAQCPTKC,1,BRD-K27335680
FCDRFVCGMLUYPG,1,BRD-K15791587
FCERKWLJIGNRPV,1,BRD-K93229693
FCEVNJIUIMLVML,1,BRD-K38449220
FCHIDXPGMXGYQM,1,BRD-K28282859
FCIZPPJLBOLIRV,1,BRD-A16820783
SOGAGQLSBNMKGG,1,BRD-K30548766
SOGNFNBQTGOINW,1,BRD-K13306582
FBOUYBDGKBSUES,1,BRD-K24723746
FBQLWMVPJOKXNU,1,BRD-K21789048
FBUBVLUPUDBFME,1,BRD-K12260308
FBVFZWUMDDXLLG,1,BRD-K85503079
FBWNMEQMRUMQSO,1,BRD-K88625236
FBZKDZRIIZOXOE,1,BRD-K66261897
FCAQXYFPTFDQEH,1,BRD-K64314806
FCBGYDYUJWATKN,1,BRD-K70960308
SNPPWIUOZRMYNY,1,BRD-A05186015
SNTQPLDRUZOSDP,1,BRD-K46317332
SNUDIPVBUUXCDG,1,BRD-K06900071
SOBVYBIBHGTREY,1,BRD-K49587132
SOCVPVCOGFDULT,1,BRD-K28995283
FBFURHXPUDEEJT,1,BRD-K14213456
FBHSPRKOSMHSIF,1,BRD-K96006502
FBJGAVUWYMPHHL,1,BRD-A45607610
SMYALUSCZJXWHG,1,BRD-K00610438
SNBUBQHDYVFSQF,1,BRD-K48470486
SNFROMRRGGKYTF,1,BRD-K77690805
SNGREZUHAYWORS,1,BRD-K32531356
SNHRLVCMMWUAJD,1,BRD-A80594172
SNICXCGAKADSCV,1,BRD-K05395900
SNKZJIOFVMKAOJ,1,BRD-K82234479
SNLLYSRKOQFTLF,1,BRD-K41006959
SQSNGPIVSCOKRR,1,BRD-K71339761
SQSZANZGUXWJEA,1,BRD-K25630527
SQVIAVUSQAWMKL,1,BRD-A09925278
SRANXDVUQSKKNX,1,BRD-K83068825
SRBPKVWITYPHQR,1,BRD-K64157027
SRCIAGAERCUWJC,1,BRD-K00585841
SRCMKVWULBOOMX,1,BRD-A86792397
SRCPPJJSYVFFAS,1,BRD-K37584671
SPTMROWPYQRZSX,1,BRD-A75552914
SPWLKPAEINKAPM,1,BRD-K49047615
SQAVVMXKWFZPOI,1,BRD-K58247702
SQDZRLDQWVTYLW,1,BRD-K99530743
SQEFUJPOPMDWMY,1,BRD-K09964916
SQGLDIRNJCBEHS,1,BRD-K03122949
SQMWSBKSHWARHU,1,BRD-A85234536
SQSIQSMFTVZXCW,1,BRD-A87455648
SPCADEVIMLAILT,1,BRD-K50907285
SPEFJYZGXZENAF,1,BRD-K34608650
SPFYMRJSYKOXGV,1,BRD-K76534306
SPHRJZBOFYIKMC,1,BRD-K23922020
SPIUTQOUKAMGCX,1,BRD-K47639036
SPMVMDHWKHCIDT,1,BRD-K53414658
SPMVURQMVHUPOT,1,BRD-A82323890
SPSBXYBSNHZJTP,1,BRD-K63596086
SOHCKWZVTCTQBG,1,BRD-K31092604
SOJHGFJRAQRFOT,1,BRD-K55966666
SOJPOESEEXJHAY,1,BRD-K12968907
SOKCYWHWFCNYGV,1,BRD-K10114046
SOLIIYNRSAWTSQ,1,BRD-K74057757
SONNWYBIRXJNDC,1,BRD-K73381542
SOSXJHXYTVYMTE,1,BRD-K51966546
SPBGRXOPAXZSER,1,BRD-K37456065
FASDKYOPVNHBLU,1,BRD-K06388322
FATBGEAMYMYZAF,1,BRD-K06644925
FAXGPCHRFPCXOO,1,BRD-K13571841
FAYAUAZLLLJJGH,1,BRD-K71512533
FBBSFHIVEPJTOP,1,BRD-K60218284
FBDAABQSIPDTIW,1,BRD-K22816026
FBDKAIYPFAFJHV,1,BRD-A52530852
SRVFFFJZQVENJC,1,BRD-K91188791
FAEKWTJYAYMJKF,1,BRD-K82846253
FAGUFWYHJQFNRV,1,BRD-K41298358
FAIFAFUXFFWVNQ,1,BRD-K61662457
FAIHTTLOGWXJOT,1,BRD-K29827452
