parent_inchikey,n_brd_ids,brd_ids
QJZRFPJCWMNVAV,1,BRD-K64881305
QKACJXUOZWIRSN,1,BRD-A01645196
QKDDJDBFONZGBW,1,BRD-K63874012
QKDRXGFQVGOQKS,1,BRD-K05850076
QISLMXIYRQCLIR,1,BRD-K04877770
QJCUWZPLDSELBK,1,BRD-K14383710
QJERBBQXOMUURJ,1,BRD-A87983072
QJFSABGVXDWMIW,1,BRD-K25723200
QJGLWAWSUWUBCM,1,BRD-K24469285
QJHCTHPYUOXOGM,1,BRD-A51829654
QJIARHQWIRWSQE,1,BRD-K70794677
QJJISNOGSSHKFX,1,BRD-A55565369
GLVBIXWSAPOEAD,1,BRD-K85751793
QIHBWVVVRYYYRO,1,BRD-A63444178
QIHLUZAFSSMXHQ,1,BRD-K18324993
QIHNZKHMYIYHED,1,BRD-K87446239
QILUDTBVFILERX,1,BRD-K53592093
QINKYHPKCUNNMN,1,BRD-K19580273
QINPEPAQOBZPOF,1,BRD-K49456274
QINRKYVOKOFJKB,1,BRD-K50012739
GJQPMPFPNINLKP,1,BRD-K71499074
GJSCVGWEXUPFQW,1,BRD-K03506285
GJSQVQUKCXYAMW,1,BRD-K17119186
GJSURZIOUXUGAL,1,BRD-K98530306
GJUFPAZNBPFNRI,1,BRD-K45168550
GJUVCFPEPSJMQQ,1,BRD-K16533489
GJWYNASUVCPMCV,1,BRD-K50218580
GJYPMTHSXAOZHG,1,BRD-K06555716
GISDZZJFBVBFBH,1,BRD-K80368509
GIUYCYHIANZCFB,1,BRD-K71106091
GIYAQDDTCWHPPL,1,BRD-K73642618
GIZKTBBCWJYNOL,1,BRD-K59980915
GJIFXQUAUXBPKZ,1,BRD-K99554241
GJMSSMVDMJSJLU,1,BRD-M94053246
GJNNXIYZWIZFRH,1,BRD-K64338723
GJPICJJJRGTNOD,1,BRD-K74763371
QLHHRYZMBGPBJG,1,BRD-A45498368
QLHMVYGKWXGVFG,1,BRD-K71574320
QLJODMDSTUBWDW,1,BRD-A70155556
QLNWXBAGRTUKKI,1,BRD-K16474819
QLPHOXTXAKOFMU,1,BRD-K70642949
QLYKJCMUNUWAGO,1,BRD-K35169477
GIMSJJHKKXRFGV,1,BRD-K07160047
GINHKQZNDJSWKW,1,BRD-K19973744
QKRDBROGGFNXRP,1,BRD-A25088322
QKRYGAZNLBVXHK,1,BRD-A73909368
QKVNMVAISCKGFO,1,BRD-A30856524
QKXYXSPMMQZDDM,1,BRD-K37061750
QLAGTTKXNSYXDL,1,BRD-K05922103
QLALKFKHELGFOL,1,BRD-K83871946
QLCYONVZQZLORY,1,BRD-K07933458
QLDCDVFJMSTHDM,1,BRD-K60228169
QNRODODTMXCRKU,1,BRD-K44432556
QNZCBYKSOIHPEH,1,BRD-K67121414
QODREXMGPLMOHL,1,BRD-K10749532
QOECJCJVIMVJGX,1,BRD-K86856088
QOFQTBTZCJVITI,1,BRD-A90551241
QOHUQCONBIESPG,1,BRD-K29820234
QOJJUFMTEHOTMP,1,BRD-K49749421
QOLRMNYRLYWJNF,1,BRD-K64979116
QNJKSUYWBCNWFI,1,BRD-A49035384
QNJXIHNHLVGHKY,1,BRD-K23165181
QNMKUAYWBNBHJI,1,BRD-A67306036
QNOCRUSVMMAKSC,1,BRD-K14529030
QNOXYUNHIGOWNY,1,BRD-K76064317
QNQZBKQEIFTHFZ,1,BRD-K07609981
QNQZGEQPXVSUOZ,1,BRD-K01333970
QNQZWEGMKJBHEM,1,BRD-K31476763
QMKSCTINHJSWPD,1,BRD-K87555556
QMNNXCXXHUAUDR,1,BRD-K81224183
QMNQBMRSCSNRSD,1,BRD-K65464785
QMNUDYFKZYBWQX,1,BRD-K91758890
QMORQNHXMKKFEQ,1,BRD-K86236946
QMRLEXVAVRHWSE,1,BRD-A52805806
QNAZTOHXCZPOSA,1,BRD-K85406984
QNBCPLWFVGLFHO,1,BRD-K39187410
GJZVQXWEIYRHBE,1,BRD-A04668240
GKAJCVFOJGXVIA,1,BRD-K10098805
QMCOPDWHWYSJSA,1,BRD-K61951118
QMDKVNSQXPVCRD,1,BRD-K33586289
QMGUOJYZJKLOLH,1,BRD-K31342827
QMGVPVSNSZLJIA,1,BRD-A09094913
QMHSXPLYMTVAMK,1,BRD-M08470251
QMJDGTKOTWCVIL,1,BRD-K02701279
GHZHWDWADLAOIQ,1,BRD-A27143604
GIBYLKGNOHXSMJ,1,BRD-K70524666
GIFYKGIODMXYNT,1,BRD-K33743361
GIHUCRRFPFTSSY,1,BRD-A75769921
GIIZNNXWQWCKIB,1,BRD-A01320529
GIJJBPWORLUXCK,1,BRD-K65741250
GIJOLWKRVUVZJW,1,BRD-K45308677
GIJYGRLHNVZBPZ,1,BRD-K88668773
GHDWIFTUSXQYGK,1,BRD-A70268693
GHKISGDRQRSCII,1,BRD-K32828673
GHLXURDUKGBINJ,1,BRD-K26906367
GHMLBKRAJCXXBS,1,BRD-K74190368
GHNPBIHGNBSEKQ,1,BRD-K13074426
GHOKWGTUZJEAQD,1,BRD-K29392254
GHOSNRCGJFBJIB,1,BRD-A65671304
GHXZTYHSJHQHIJ,1,BRD-K52256627
QPGGEKPRGVJKQB,1,BRD-K79145749
QPGNQMAWRUPJPY,1,BRD-K29143967
QPGYAMIHXLCFTJ,1,BRD-K45031696
QPILYVQSKNWRDD,1,BRD-A17081056
QPKGRLIYJGBKJL,1,BRD-K40795977
QPPBRPIAZZHUNT,1,BRD-K93524252
QPQYGSJBZGMXHI,1,BRD-K23027438
GHCCBWMZKJQGLS,1,BRD-A37347161
QOTAQTRFJWLFCR,1,BRD-K64670467
QOVTVIYTBRHADL,1,BRD-K97521363
QOYHHIBFXOOADH,1,BRD-K77947974
QOYPYUGVGNSKAK,1,BRD-K10361096
QPAZDBLSPLVXKS,1,BRD-K80858297
QPCDCPDFJACHGM,1,BRD-K40621224
QPDXRWKGXCXUSS,1,BRD-K72666100
QPFYXYFORQJZEC,1,BRD-K76304753
GFWRVVCDTLRWPK,1,BRD-K01039503
GGALEXMXDMUMDM,1,BRD-K55424922
GGASVRVMOZGIMT,1,BRD-A83802330
GGBVTWRQPMDRCK,1,BRD-K07403598
GGCSSNBKKAUURC,1,BRD-K21547160
GGLDQJNBYFODOM,1,BRD-K20514654
GGOHFJAXUJJYNI,1,BRD-K63220166
GGQPTOITOZXLBE,1,BRD-K82206012
QRPSQQUYPMFERG,1,BRD-K14221870
QRQZFNNEVKENBA,1,BRD-K96103953
QRTOSWGHCGATQF,1,BRD-K48427617
GFMMXOIFOQCCGU,1,BRD-K05104363
GFNNBHLJANVSQV,1,BRD-K68336408
GFOASKPCKCZBDL,1,BRD-K51140856
GFQKDUOYURHVMT,1,BRD-K46674611
GFRUPHOKLBPHTQ,1,BRD-A14208071
QQPZDSQLEDTJRI,1,BRD-K68313733
QQQIECGTIMUVDS,1,BRD-K96740444
QQUXFYAWXPMDOE,1,BRD-K37312348
QQWUGDVOUVUTOY,1,BRD-K50140147
QQWYBWNEILZOKI,1,BRD-K16358524
QRDAPCMJAOQZSU,1,BRD-K94335714
QRDGIIJTZPGQKJ,1,BRD-K11431456
QRGBTGFJMBDLSC,1,BRD-K71970656
GIKNHHRFLCDOEU,1,BRD-A80871782
GIMKEHNOTHXONN,1,BRD-A52650764
QPVBICTXOSNCNX,1,BRD-K92269225
QPXCRYPJEFDDNY,1,BRD-K57974008
QPXXBQFEWKKJGB,1,BRD-K79052598
QQGWEXFLMJGCAL,1,BRD-K77627880
QQHMKNYGKVVGCZ,1,BRD-K11973162
QQJSYFVCSFLXNW,1,BRD-K05087650
QTHBIZIZCLMCFV,1,BRD-K28317853
QTISZJALTBDTMO,1,BRD-K70923866
QTLBMNJSLGONIJ,1,BRD-K11306851
QTMQCIZVGZBCJM,1,BRD-K57562268
QTPPYQBUYPBJIC,1,BRD-K93541117
QTQMRBZOBKYXCG,1,BRD-A15415227
QTWXHTQUMWQINH,1,BRD-K69817449
QUCQEUCGKKTEBI,1,BRD-K58466253
QSVJKTIWOLSLAA,1,BRD-K73951926
QSYAMXVABCSWEP,1,BRD-K01311880
QSYLKMKIVWJAAK,1,BRD-K61228301
QTAVZODTPXRUHS,1,BRD-K73365449
QTBFTOLJMPSXCU,1,BRD-A99518825
QTBWCSQGBMPECM,1,BRD-K36740062
QTDZOWFRBNTPQR,1,BRD-K01980392
QTGIAADRBBLJGA,1,BRD-A70514680
QSFREBZMBNRGOK,1,BRD-K36737713
QSHLMQDRPXXYEE,1,BRD-A00150179
QSIYOOLBRHGSSD,1,BRD-K86217247
QSKQVZWVLOIIEV,1,BRD-K53814070
QSNOWCXXECLALL,1,BRD-A64406146
QSQQPMHPCBLLGX,1,BRD-K18779551
QSRWBSLURHNEHA,1,BRD-K23807807
QSVBKTQBVIMRBD,1,BRD-K91863345
GGUSQTSTQSHJAH,1,BRD-A61392169
GGXICVAJURFBLW,1,BRD-K10961822
GGXKWVWZWMLJEH,1,BRD-K45033733
GGXMRPUKBWXVHE,1,BRD-K33312228
GHASVSINZRGABV,1,BRD-K24844714
QRXWMOHMRWLFEY,1,BRD-K87202646
QRZAKQDHEVVFRX,1,BRD-K91740057
QSAVEGSLJISCDF,1,BRD-A37942872
GEZRNZWITQZHSF,1,BRD-K56417082
GFBAXKPFFJYGHZ,1,BRD-K82140622
GFBKORZTTCHDGY,1,BRD-K97309399
GFBXAGAOAWGXRH,1,BRD-K47454014
GFCPJFACKGWXQD,1,BRD-K73444552
GFGSZUNNBQXGMK,1,BRD-K26807903
QUVMAECBIAMORA,1,BRD-A85891951
QUYIVHJZYMFJCW,1,BRD-K32580836
GEPYBHCJBORHCE,1,BRD-K24821794
GERLECOIYRNVRK,1,BRD-K00218068
GERMPJNUXLBCOW,1,BRD-K06652922
GESGZCWZXRTSCL,1,BRD-K37057377
GEVVQZHMFVFGLN,1,BRD-K30550578
GEVXFHYJXGYXJP,1,BRD-K72015216
GEYUWNAIOQFKRH,1,BRD-K90408478
GEZHEQNLKAOMCA,1,BRD-K08542803
GDQXJQSQYMMKRA,1,BRD-K78278890
GDVRVPIXWXOKQO,1,BRD-K19333160
GECHUMIMRBOMGK,1,BRD-K41406082
GEHJIACZUFWBTK,1,BRD-K93201660
GEIRZPHTXGPGKL,1,BRD-A70591769
GEKDQXSPTHHANP,1,BRD-K10882151
GENAWVOEGWVITF,1,BRD-A74134989
GEPWAINBAFOOPW,1,BRD-K23657553
QUGDTMONBLMLLD,1,BRD-K31170746
QULDDKSCVCJTPV,1,BRD-K51967704
QUNWUDVFRNGTCO,1,BRD-K24084088
QUODLJKPGOERNA,1,BRD-K43774268
QUOXJXBRTLYMMS,1,BRD-K54517303
QUUNHEGGVLSPMA,1,BRD-K11911738
GDPDARVUXXOYAJ,1,BRD-K91134378
GDPHPXYFLPDZGH,1,BRD-A89196962
GCKODGMYILQELF,1,BRD-A24225650
GCNTVXNBVJIYRL,1,BRD-K06414098
GCRFRIPIRUDQRJ,1,BRD-A90643929
GCTFWCDSFPMHHS,1,BRD-K88145757
GCUCIFQCGJIRNT,1,BRD-K35498378
GCVFQRRBTCHIPK,1,BRD-K43002771
GCWCGSPBENFEPE,1,BRD-K09186807
GCYIGMXOIWJGBU,1,BRD-K24593301
QWGDMFLQWFTERH,1,BRD-K02265150
GBPSCCPAXYTNMB,1,BRD-K76097666
GBVCHRDRVDOMQV,1,BRD-K34330170
GBWVAAKKEIOROG,1,BRD-A61470182
GCEOFKRFBOHNIJ,1,BRD-K82189384
GCFBRXLSHGKWDP,1,BRD-K02292852
GCGNFYVCXLTUEU,1,BRD-K86492010
GCHPUOHXXCNSQL,1,BRD-K33308633
QVLVJXZPEDCHRF,1,BRD-K30715099
QVNCVFKAODAXPC,1,BRD-K61050695
QVTKMFMWLBKLHF,1,BRD-K34513690
QVVZJHNKTFLYRN,1,BRD-K82933801
QVYRGXJJSLMXQH,1,BRD-A53576514
QVZCXCJXTMIDME,1,BRD-K48722258
QWCJHSGMANYXCW,1,BRD-K10671814
QWCRAEMEVRGPNT,1,BRD-K93461745
QVBYNBOGWXOSKF,1,BRD-K41444660
QVCMHGGNRFRMAD,1,BRD-A43392971
QVEIRCZEBQRCTR,1,BRD-K61734568
QVGAECMHUSHDCG,1,BRD-A69927616
QVGBTYIXVZWDTQ,1,BRD-K17232330
QVHOUQFQIBTSDR,1,BRD-K02677403
QVKPEMXUBULFBM,1,BRD-K34801930
QVLMCRFQGHWOPM,1,BRD-K34092021
QYBGBLQCOOISAR,1,BRD-K98795921
QYBIKLKKBUWXNJ,1,BRD-K59196958
QYEYTJAHIFEBPH,1,BRD-K73125384
QYIYFLOTGYLRGG,1,BRD-K20338176
QYOVKDKSKVPVHI,1,BRD-A93893742
QYSLCXVCQUVREI,1,BRD-K25539387
QYUXPWDVDMSTKR,1,BRD-K40782193
QYZOGCMHVIGURT,1,BRD-K63923597
QXHVGEXNEZRSGG,1,BRD-K18573821
QXJVAZJQJDPXQL,1,BRD-K56477805
QXKHYNVANLEOEG,1,BRD-K63430059
QXLFBUYYHPSKGL,1,BRD-K16290432
QXQZYSGHLQEFCB,1,BRD-K34495954
QXVUMLGWHZMTLM,1,BRD-K72567746
QXWYKJLNLSIPIN,1,BRD-K20372197
QXZFAILDNWQRAW,1,BRD-K55715339
QWWCIRXWIIQFGA,1,BRD-K95117060
QWZFVMCWPLMLTL,1,BRD-K67445247
QXBUWZYZXJXLTK,1,BRD-K22093396
QXBUYALKJGBACG,1,BRD-K16828188
QXCLYNLZMVJDAD,1,BRD-A78909648
QXDICPGBMSBLQM,1,BRD-K86375847
QXFVQXRFCWCTQE,1,BRD-K40758391
QXHHHPZILQDDPS,1,BRD-A33084557
GCZNRSZQFGKQHN,1,BRD-K96167523
GDBIZWCIODRNMX,1,BRD-K57836103
GDHWAXDSTKHEAZ,1,BRD-K16233984
GDLBFKVLRPITMI,1,BRD-K73109821
GDLIGKIOYRNHDA,1,BRD-K52989797
GDLNHSUSOZEAOR,1,BRD-K97233161
GDLYESHVJHYNEC,1,BRD-K17343332
QWRVEZAHDKBBPK,1,BRD-K71169984
GBEUKTWTUSPHEE,1,BRD-K38868394
GBJVVSCPOBPEIT,1,BRD-K31928526
GBMFUOJPDAIZDH,1,BRD-K87040771
GBOKNHVRVRMECW,1,BRD-K46678324
GBOOMRLVNXMOQM,1,BRD-K95760042
RACODSLPTPSRLF,1,BRD-K45386827
RACQFZFWZFTGGO,1,BRD-K32628102
RAFMLKNPZZMZRA,1,BRD-K92209998
GAQGIIUTLZVZSQ,1,BRD-K65736998
GATATIFOBUODSE,1,BRD-K40446801
GATQXLVLGVQIEW,1,BRD-K83048312
GAUHIPWCDXOLCZ,1,BRD-K20605374
GAWRYVJRKWPEFX,1,BRD-K08227907
GAXPUQOVFGRPKG,1,BRD-K54543575
GAZDXIGXYWVWQX,1,BRD-A26097136
GBENPFHLRCFAOS,1,BRD-A25337146
QZVCTJOXCFMACW,1,BRD-A67799922
QZZUEBNBZAPZLX,1,BRD-K89208535
GAABOABJYSKCPL,1,BRD-K61127831
GAAKALASJNGQKD,1,BRD-K14282469
GADIKQPUNWAMEB,1,BRD-K14844937
GAJKVTDZIAHPIA,1,BRD-K78716413
GANGKNOBYWVQPF,1,BRD-K18981886
GAOZTHIDHYLHMS,1,BRD-K55375480
QZAYGJVTTNCVMB,1,BRD-K38580127
QZBXORJMNFUQQM,1,BRD-A29721261
QZFJDHDBBHYKPX,1,BRD-K60783789
QZGOQORSUIQVIR,1,BRD-A75471153
QZGZJXQISXQUBP,1,BRD-K05563014
QZTNYMXCSYRQRM,1,BRD-K89406814
QZUDBNBUXVUHMW,1,BRD-K37289225
QZUVYCFQTWCVBQ,1,BRD-K51073125
FYMHBWNKWMMBPY,1,BRD-K78984681
FYPMFJGVHOHGLL,1,BRD-K72029282
FYQXODZRNSCOTR,1,BRD-K59946044
FYSRKRZDBHOFAY,1,BRD-K07736136
FZGMKYAFXDIPHD,1,BRD-K18319377
FZIWMBCZXHBNOC,1,BRD-K16044155
FZNCGRZWXLXZSZ,1,BRD-K59331299
FZRIRHAXJWMMFP,1,BRD-A61767428
RBXIZMHEEDPHPZ,1,BRD-K75081836
RBYOCUDWQCQSAM,1,BRD-K37150847
FYBHCRQFSFYWPY,1,BRD-K73397362
FYDVPEVHFUBOJG,1,BRD-A37867643
FYEXGWWQIOBTNZ,1,BRD-K25320246
FYGLIUBZOQDEEN,1,BRD-K37549600
FYGREZKTJIXWIH,1,BRD-A13964793
FYJCWMHGNJCWQV,1,BRD-K15525634
RATZLMXRALDSJW,1,BRD-A10739734
RAVIZVQZGXBOQO,1,BRD-A41451487
RAYQKHLZHPFYEJ,1,BRD-K66944906
RBCPBVNYTIFDIR,1,BRD-K95986273
RBDNEHOBBUASBX,1,BRD-A92334183
RBQOQRRFDPXAGN,1,BRD-K59273480
RBSAFUBBOVWQRM,1,BRD-K96703623
RBTBFTRPCNLSDE,1,BRD-K16406336
RAHBGWKEPAQNFF,1,BRD-K99616396
RAHUOJTWCHPLKH,1,BRD-A64850503
RAMROQQYRRQPDL,1,BRD-K07762753
RANJJVIMTOIWIN,1,BRD-K62221994
RAOCRURYZCVHMG,1,BRD-K52075715
RAPZEAPATHNIPO,1,BRD-K53857191
RAPZLGMIGZUQOI,1,BRD-K59556282
RAQPOZGWANIDQT,1,BRD-K50135270
RDOIQAHITMMDAJ,1,BRD-K61250553
RDRSHCINRMBIOP,1,BRD-A84524947
RDSACQWTXKSHJT,1,BRD-K85751432
RDXLYGJSWZYTFJ,1,BRD-K53123955
REAKASMONPHWMT,1,BRD-K58674774
RECJSIILAGWOGU,1,BRD-K27760381
RECJWNWZVDPHTR,1,BRD-K68588778
REEBVIZJIHXSIU,1,BRD-A70541707
RCXFLVFXWDZVMN,1,BRD-K26767475
RCYLUNPFECYGDW,1,BRD-A67482312
RCYPVQCPYKNSTG,1,BRD-A60245366
RDAIUVQJEWLDBR,1,BRD-K59754458
RDBVNNMYIBVCEP,1,BRD-K77998258
RDFCSSHDJSZMTQ,1,BRD-K10136726
RDJCCPWITAIICC,1,BRD-A07614565
RDJJKFXXHAYOIA,1,BRD-K32053286
RCKMWOKWVGPNJF,1,BRD-K45542189
RCKYSTKYIVULEK,1,BRD-A50028488
RCLIFWCYMQCFAV,1,BRD-K22931010
RCLKJIVDBWUALW,1,BRD-A27640568
RCLQNICOARASSR,1,BRD-K26667523
RCOBWVAGWYRNHZ,1,BRD-K08640512
RCOIZIFMFNASTI,1,BRD-K45205755
RCUDFXMNPQNBDU,1,BRD-K46839850
FZSPJBYOKQPKCD,1,BRD-A14966924
RBZNJGHIKXAKQE,1,BRD-K34445261
RCBFPFDKOMXSAW,1,BRD-K61050052
RCDIUAFMNCXJRV,1,BRD-K28100108
RCEFMOGVOYEGJN,1,BRD-K48869804
RCGAUPRLRFZAMS,1,BRD-A00474148
RCIMBBZXSXFZBV,1,BRD-K37682401
RCKCYCDBDYUIGM,1,BRD-A61856038
FXNSVEQMUYPYJS,1,BRD-K14643723
FXOBIDROVMXPBW,1,BRD-A13461302
FXUAIOOAOAVCGD,1,BRD-K15170068
FXXPMNMDMFDBKP,1,BRD-A23434937
FXYORCVPGTUFEQ,1,BRD-K48545167
RFBSRVOVWGOAAG,1,BRD-K58731341
RFBVBRVVOPAAFS,1,BRD-K15318909
RFDAIACWWDREDC,1,BRD-K54771420
FWUQWDCOOWEXRY,1,BRD-A94033181
FWVBYTIYRLKGMC,1,BRD-K33461572
FWYSBEAFFPBAQU,1,BRD-K36377456
FWYSMLBETOMXAG,1,BRD-K94288301
FWYYZGLCNUZWPF,1,BRD-K67075780
FXDXYRRSNQUVQL,1,BRD-K02946901
FXEKXDJWVVQJEU,1,BRD-K27433204
FXEYAHJMEHBCBW,1,BRD-K33631051
FWCLTYYMXFHMFZ,1,BRD-K72615639
FWCNXQLOVXPNKX,1,BRD-K89093471
FWCQRNOPBQJMHI,1,BRD-A15113563
FWFGIHPGRQZWIW,1,BRD-K92241597
FWIVDMJALNEADT,1,BRD-K22822991
FWJKNZONDWOGMI,1,BRD-K88143662
FWLMVFUGMHIOAA,1,BRD-K43578482
FWNIWTZANIWACG,1,BRD-K34913101
REFJWTPEDVJJIY,1,BRD-K97399794
REPKVSSAZRCCQM,1,BRD-K43039497
REQCZEXYDRLIBE,1,BRD-K75089421
REUODRDBLQASAI,1,BRD-K33936059
REWXSFYNOFYMNX,1,BRD-K04701986
REYFJDPCWQRWAA,1,BRD-K99300445
RFBNFQOGRBGJJB,1,BRD-K75313893
RFBPLZZVEFTOML,1,BRD-A06664848
RGPDEAGGEXEMMM,1,BRD-A78877355
RGSRXYPOTJVNAZ,1,BRD-K73709114
RGSVXQJPSWZXOP,1,BRD-K15519488
RGUDQFXDXGWERA,1,BRD-K31780183
RGVMPEAPGDOWBX,1,BRD-K64525051
RHACVXVAMDOZEC,1,BRD-K06623064
RHAXSHUQNIEUEY,1,BRD-K39339537
RHFUXPCCELGMFC,1,BRD-K42679050
RGDHRCXUMURWBJ,1,BRD-K10177585
RGFHOENIHDBENQ,1,BRD-K84797952
RGHAJILHAYNMQS,1,BRD-K92084213
RGHYDLZMTYDBDT,1,BRD-K56291712
RGJOJUGRHPQXGF,1,BRD-K43187018
RGKSDFUICNFMCO,1,BRD-K00203625
RGLPLEBXLNEXKU,1,BRD-K08589866
RGLVQNVGGWMTAJ,1,BRD-K84762162
RFSMUFRPPYDYRD,1,BRD-K67566344
RFTSSZJZXOSICM,1,BRD-K15600710
RFUBTTPMWSKEIW,1,BRD-K36680103
RFZFPTSDEPYSRK,1,BRD-K11641139
RFZKSQIFOZZIAQ,1,BRD-K37237504
RFZPGNRLOKVZJY,1,BRD-K61936403
RGCKGOZRHPZPFP,1,BRD-K73191876
RGCVKNLCSQQDEP,1,BRD-K10995081
RFENQGQGMLPVJM,1,BRD-K33193182
RFGAQTOFZHCFHG,1,BRD-K50691590
RFHAOTPXVQNOHP,1,BRD-K05977355
RFHYGNYQOWNNBL,1,BRD-K61776140
RFKGHGMSJVVYTB,1,BRD-K03600606
RFKMCNOHBTXSMU,1,BRD-K06152156
RFKQJTRWODZPHF,1,BRD-K67186445
RFLHBLWLFUFFDZ,1,BRD-K17820047
FVKFHMNJTHKMRX,1,BRD-K45542213
FVLSXGNSQKPXJN,1,BRD-K28892486
FVNFBBAOMBJTST,1,BRD-K26739552
FVRWRGBTEHAPDI,1,BRD-A71725768
FVRYPYDPKSZGNS,1,BRD-K33892651
FVTWTVQXNAJTQP,1,BRD-K46692793
FVWANTDQRFSCAL,1,BRD-K43796186
FVWJYYTZTCVBKE,1,BRD-K64874225
FUSMOQGKIBXPEK,1,BRD-K64985742
FUSNMLFNXJSCDI,1,BRD-K44273375
FUVVHTHCAJYJCG,1,BRD-K64639565
FUWUEFKEXZQKKA,1,BRD-K37691127
FVCGAQUNUPXETK,1,BRD-K95895342
FVECELJHCSPHKY,1,BRD-K60923938
FVFVVRPJERUECT,1,BRD-K71860425
FVJRBJIENDRNBE,1,BRD-K41868777
RHVIOOGDCUZPSJ,1,BRD-K58306044
RHWKPHLQXYSBKR,1,BRD-K36386086
RHWSKVCZXBAWLZ,1,BRD-A19053259
FUDUOOSWCQXIFI,1,BRD-K46017542
FUGMCAUAETXRSX,1,BRD-K25298364
FUGVWRCCVMXWPU,1,BRD-K51696048
FUGXLABWRWCWSI,1,BRD-K44204702
FURUXTVZLHCCNA,1,BRD-K34328244
RHGKLRLOHDJJDR,1,BRD-A12237696
RHGYHLPFVJEAOC,1,BRD-K30097969
RHKRIBIRDXKLEM,1,BRD-K78930611
RHMXXJGYXNZAPX,1,BRD-K58685305
RHMYANWTFKKYOM,1,BRD-K41087962
RHPQXKACBFKHMZ,1,BRD-K42867405
RHRNTQVDHHXMDD,1,BRD-K07708492
RHUOFKDQGXIEDK,1,BRD-K57698173
RKPTWSXVLUXDHF,1,BRD-K37194137
RKQGWHFNXUXFSM,1,BRD-K19410523
RKWGIWYCVPQPMF,1,BRD-K97746869
RKXWIVMHHDVODV,1,BRD-K42107428
RKYZBIIWSSOEHN,1,BRD-K40461288
RKZHAKBSCCRTSX,1,BRD-K14790374
RLATYNCITHOLTJ,1,BRD-K42823101
RLAWWYSOJDYHDC,1,BRD-K67966701
RJROVUFZJIAJHT,1,BRD-K05561348
RJTOQJYONLWMHJ,1,BRD-K77918867
RJVLFQBBRSMWHX,1,BRD-A81177136
RKEWSXXUOLRFBX,1,BRD-K83405785
RKGYJVASTMCSHZ,1,BRD-K53032901
RKKFQJXGAQWHBZ,1,BRD-K93095519
RKLNONIVDFXQRX,1,BRD-K78643075
RKPQTFDXIVHBLJ,1,BRD-K23762204
RIOIQWVFCXHESW,1,BRD-K30415102
RITAVMQDGBJQJZ,1,BRD-K29905972
RIXNFYQZWDGQAE,1,BRD-A41112154
RJFIAUUUBHTVMO,1,BRD-K09460252
RJMIEHBSYVWVIN,1,BRD-A44090213
RJMUSRYZPJIFPJ,1,BRD-K35960502
RJNDVCNWVBWHLY,1,BRD-A91866971
RJPYWVJCIKXYIX,1,BRD-K09295309
FVYXIJYOAGAUQK,1,BRD-K98493452
FWBDHQIVHNXWEU,1,BRD-A11512624
RHYTZGVPXCXTDU,1,BRD-K34351329
RICZEKWVNZFTNZ,1,BRD-K38287497
RIIKRGITZNNPGL,1,BRD-A93507363
RIJFNUHYNBVLOZ,1,BRD-A79226577
RIJLVEAXPNLDTC,1,BRD-K16803204
RIKMMFOAQPJVMX,1,BRD-K56810756
FTLDJPRFCGDUFH,1,BRD-K56940463
FTOODGFNVAJILU,1,BRD-K98328967
FTTYFNWRWDLFLP,1,BRD-K85133207
FTYJXDUDIZLBIW,1,BRD-K58547240
FUBLKTUGGJCEAF,1,BRD-K84368021
FUBVWMNBEHXPSU,1,BRD-K21548250
FUCWJKJZOHOLEO,1,BRD-K04170657
RMHFYAWCYAVNOG,1,BRD-K39001644
FSZPIAXLCCQFCM,1,BRD-K20290250
FTAFAWLEWUZEPM,1,BRD-A62827252
FTALBRSUTCGOEG,1,BRD-K21283037
FTAPOTCUJVOFNL,1,BRD-K75477256
FTFRZXFNZVCRSK,1,BRD-K70914287
FTHAFMYRINDSEL,1,BRD-K08307026
FTJXZACAQRDRNT,1,BRD-K47337578
FTKXCBYAQTWBTF,1,BRD-K61175124
RMCQSAVULQTLFU,1,BRD-K89843224
RMEDXOLNCUSCGS,1,BRD-K97158071
FSPQCTGGIANIJZ,1,BRD-K81376179
FSQKKOOTNAMONP,1,BRD-K67563174
FSSSNHYWTOOXIH,1,BRD-K29715937
FSVJFNAIGNNGKK,1,BRD-A21858158
FSXRLASFHBWESK,1,BRD-K22337096
FSYKKLYZXJSNPZ,1,BRD-K51263939
RLBOQRXRJCUCHJ,1,BRD-K22384978
RLDVZILFNVRJTL,1,BRD-A84810646
RLFWWDJHLFCNIJ,1,BRD-K20484910
RLJFTICUTYVZDG,1,BRD-A07932845
RLQVKDVIBJCQGE,1,BRD-A66155091
RLSGBCUXLRMTPF,1,BRD-K01868942
RLXZBURZGJBDKR,1,BRD-K81332148
RMAMGGNACJHXHO,1,BRD-K97714174
FQXIJWLEUWLGQQ,1,BRD-K97936712
FRDKEPOOASUUFN,1,BRD-K49712247
FREDZQWTOHKXRX,1,BRD-A54632525
FRIIXXSFULMALB,1,BRD-A36411721
FRPJGTNLZNXQEX,1,BRD-K37714784
FRPJSHKMZHWJBE,1,BRD-K31843556
FRPJXPJMRWBBIH,1,BRD-A70858459
FRQMUZJSZHZSGN,1,BRD-K99615199
ROBCWOKJNCDQED,1,BRD-K31600199
ROBCYMQSLYDKEM,1,BRD-K29143341
ROBVIMPUHSLWNV,1,BRD-A25234499
ROCFOIBAEVAOLQ,1,BRD-K64835161
